id;Linkin Nimi;UniqueNimi;Kieli;Url;KieliNimi
4504;Työllisyyden kuntakokeilu Helsingissä;https://edit.tyollisyyspalvelut.hel.fi/sites/default/files/2021-03/Nepali.pdf;ne;https://edit.tyollisyyspalvelut.hel.fi/sites/default/files/2021-03/Nepali.pdf;nepali
4504;Työllisyyden kuntakokeilu Helsingissä;https://edit.tyollisyyspalvelut.hel.fi/sites/default/files/2021-02/Albania.pdf;sq;https://edit.tyollisyyspalvelut.hel.fi/sites/default/files/2021-02/Albania.pdf;Albania
4504;Työllisyyden kuntakokeilu Helsingissä;https://edit.tyollisyyspalvelut.hel.fi/sites/default/files/2021-02/Thai.pdf;th;https://edit.tyollisyyspalvelut.hel.fi/sites/default/files/2021-02/Thai.pdf;Thai
4504;Työllisyyden kuntakokeilu Helsingissä;https://edit.tyollisyyspalvelut.hel.fi/sites/default/files/2021-02/Vietnam.pdf;vi;https://edit.tyollisyyspalvelut.hel.fi/sites/default/files/2021-02/Vietnam.pdf;Viatnami
4505;Video viranomaisen ja tulkin rooleista;مقطع فيديو بخصوص دور السلطات والمترجم;ar;https://www.youtube.com/watch?v=ZoS1a_0CXr4&ucbcb=1;Arabi
4505;Video viranomaisen ja tulkin rooleista;Video of the roles of an authority and interpreter;en;https://www.youtube.com/watch?v=hndOnGjA3us&ucbcb=1;Englanti
4505;Video viranomaisen ja tulkin rooleista;Video sobre el papel de la autoridad y el intérprete;es;;Espanja
4505;Video viranomaisen ja tulkin rooleista;Video ametiisiku ja tõlgi rollide kohta;et;;Eesti
4505;Video viranomaisen ja tulkin rooleista;ویدیو در مورد نقش مسئولین و مترجم;fa;https://www.youtube.com/watch?v=bYvqjUV3PzM&ucbcb=1;Persia
4505;Video viranomaisen ja tulkin rooleista;Vidéo sur les rôles des autorités et de l’interprète;fr;;Ranska
4505;Video viranomaisen ja tulkin rooleista;Видео о роли госслужащего и переводчика;ru;https://www.youtube.com/watch?v=FQvkV0VBFtk&ucbcb=1;Venäjä
4505;Video viranomaisen ja tulkin rooleista;Fiidiyow ku saabsan doorka sarkaalka iyo turjubaanka;so;https://www.youtube.com/watch?v=_seHQbFVbTk&ucbcb=1;Somali
4505;Video viranomaisen ja tulkin rooleista;Film om myndighetens och tolkens roller;sv;https://www.youtube.com/watch?v=xLqgbOOzNrY&ucbcb=1;Ruotsi
4505;Video viranomaisen ja tulkin rooleista;Resmî yetkili ve tercümanın rolleri hakkında video;tr;;Turkki
4505;Video viranomaisen ja tulkin rooleista;有关行政机关和口译员角色的视频;zh;;Kiina
4505;Video viranomaisen ja tulkin rooleista;https://www.youtube.com/watch?v=8Uytd_kSSa4&ucbcb=1;ku;https://www.youtube.com/watch?v=8Uytd_kSSa4&ucbcb=1;Kurdi
4505;Video viranomaisen ja tulkin rooleista;https://www.youtube.com/watch?v=gby7CS2zllk&ucbcb=1;th;https://www.youtube.com/watch?v=gby7CS2zllk&ucbcb=1;Thai
4506;Neuvontaa pankki- ja vakuutusasioissa;الاستشارات بخصوص الأمور المتعلقة بالبنك وبالتأمين;ar;;Arabi
4506;Neuvontaa pankki- ja vakuutusasioissa;Banking and insurance advice;en;https://www.fine.fi/en/about-us/advice-and-counselling/how-to-contact-us.html;Englanti
4506;Neuvontaa pankki- ja vakuutusasioissa;Asesoramiento sobre bancos y seguros;es;;Espanja
4506;Neuvontaa pankki- ja vakuutusasioissa;Panga- ja kindlustusnõustamine;et;;Eesti
4506;Neuvontaa pankki- ja vakuutusasioissa;مشاوره در امور بانکی و بیمه;fa;;Persia
4506;Neuvontaa pankki- ja vakuutusasioissa;Conseils relatifs aux affaires bancaires et aux assurances;fr;;Ranska
4506;Neuvontaa pankki- ja vakuutusasioissa;Консультация по банковским и страховым вопросам;ru;;Venäjä
4506;Neuvontaa pankki- ja vakuutusasioissa;Talabixinta arrimaha bangiga iyo caymiska;so;;Somali
4506;Neuvontaa pankki- ja vakuutusasioissa;Rådgivning i bank- och försäkringsärenden;sv;https://www.fine.fi/sv/om-oss/radgivning/kontakta-oss.html;Ruotsi
4506;Neuvontaa pankki- ja vakuutusasioissa;Banka ve sigorta konularında danışma;tr;;Turkki
4506;Neuvontaa pankki- ja vakuutusasioissa;银行和保险服务咨询;zh;;Kiina
4507;Tietoa Digi- ja väestötietovirastosta;معلومات عن دائرة البيانات الرقمية وتسجيل السكان;ar;;Arabi
4507;Tietoa Digi- ja väestötietovirastosta;About the Digital and Population Data Services Agency;en;https://dvv.fi/en/digital-and-population-data-services-agency;Englanti
4507;Tietoa Digi- ja väestötietovirastosta;Información sobre la Agencia para la Digitalización y el Registro Civil;es;;Espanja
4507;Tietoa Digi- ja väestötietovirastosta;Teavet Digi- ja rahvastikuandmete ameti kohta;et;;Eesti
4507;Tietoa Digi- ja väestötietovirastosta;اطلاعات از اداره اطلاعات دیجیتالی و نفوس;fa;;Persia
4507;Tietoa Digi- ja väestötietovirastosta;Informations sur l’Agence du numérique et du registre de la population (DVV);fr;;Ranska
4507;Tietoa Digi- ja väestötietovirastosta;Информация об Агентстве цифровой информации и учёта населения;ru;;Venäjä
4507;Tietoa Digi- ja väestötietovirastosta;Macluumaadka Hay'adda dijitaalka iyo macluumaadka dadka;so;;Somali
4507;Tietoa Digi- ja väestötietovirastosta;Information om Myndigheten för digitalisering och befolkningsdata;sv;https://dvv.fi/sv/myndigheten-for-digitalisering-och-befolkningsdata;Ruotsi
4507;Tietoa Digi- ja väestötietovirastosta;Dijital ve Nüfus Veri Hizmetleri Dairesi hakkında bilgi;tr;;Turkki
4507;Tietoa Digi- ja väestötietovirastosta;数码和人口信息管理局介绍;zh;;Kiina
4508;Tietoa avioliitosta Suomessa;معلومات عن الزواج في فنلندا;ar;;Arabi
4508;Tietoa avioliitosta Suomessa;Information on marriage in Finland;en;https://oikeus.fi/tuomioistuimet/en/index/asiat/perheasiat/avioliitto.html;Englanti
4508;Tietoa avioliitosta Suomessa;Información sobre el matrimonio en Finlandia;es;;Espanja
4508;Tietoa avioliitosta Suomessa;Teavet abielu kohta Soomes;et;;Eesti
4508;Tietoa avioliitosta Suomessa;اطلاعاتی در مورد ازدواج در فنلاند;fa;;Persia
4508;Tietoa avioliitosta Suomessa;Informations sur le mariage en Finlande;fr;;Ranska
4508;Tietoa avioliitosta Suomessa;Информация о браке в Финляндии;ru;;Venäjä
4508;Tietoa avioliitosta Suomessa;Caawimaadda waalidka iyo xiriirka lamaanaha;so;;Somali
4508;Tietoa avioliitosta Suomessa;Information om äktenskap i Finland;sv;https://oikeus.fi/tuomioistuimet/sv/index/malocharenden/familjerattsligamalocharenden/aktenskap.html;Ruotsi
4508;Tietoa avioliitosta Suomessa;Finlandiya'da evlilik hakkında bilgi;tr;;Turkki
4508;Tietoa avioliitosta Suomessa;如果您不幸遭受犯罪侵害;zh;;Kiina
4509;Työaika ;وقت العمل ;ar;;Arabi
4509;Työaika ;Working hours ;en;https://tyoelamanpelisaannot.fi/en/breaks-and-rest-periods/;Englanti
4509;Työaika ;Horario de trabajo ;es;;Espanja
4509;Työaika ;Tööaeg ;et;;Eesti
4509;Työaika ;ساعات کار ;fa;;Persia
4509;Työaika ;Horaires de travail ;fr;;Ranska
4509;Työaika ;Рабочее время ;ru;;Venäjä
4509;Työaika ;Wakhtiga shaqada;so;;Somali
4509;Työaika ;Arbetstid ;sv;https://tyoelamanpelisaannot.fi/se/arbetstid/;Ruotsi
4509;Työaika ;Çalışma saatleri ;tr;;Turkki
4509;Työaika ;工作时间 ;zh;;Kiina
4510;Nollatuntisopimukset;عقود العمل بساعات صفر;ar;;Arabi
4510;Nollatuntisopimukset;Zero-hour contract;en;https://www.tyosuojelu.fi/web/en/employment-relationship/working-hours/variable;Englanti
4510;Nollatuntisopimukset;Contrato de cero horas;es;;Espanja
4510;Nollatuntisopimukset;tunnilepingud;et;;Eesti
4510;Nollatuntisopimukset;قراردادهای کار با حداقل کار صفر ساعت ;fa;;Persia
4510;Nollatuntisopimukset;Contrat zéro heure;fr;;Ranska
4510;Nollatuntisopimukset;Договоры с нулевым количеством часов;ru;;Venäjä
4510;Nollatuntisopimukset;Heshiiska eber saac;so;;Somali
4510;Nollatuntisopimukset;Nolltimmesavtal;sv;https://www.tyosuojelu.fi/web/sv/anstallningsforhallande/arbetstid/varierande;Ruotsi
4510;Nollatuntisopimukset;Sıfır saat sözleşmeleri;tr;;Turkki
4510;Nollatuntisopimukset;无工时规定的劳动合同;zh;;Kiina
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;تجريب التشغيل الخاص بالبلدية في فانتا وكيرافا;ar;;Arabi
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;Local government pilot on employment in Vantaa and Kerava;en;https://www.vantaa.fi/administration_and_economy/employment_trade_and_business/municipal_employment_trial;Englanti
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;Prueba piloto municipal de empleo en Vantaa y Kerava;es;;Espanja
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;Omavalitsuse tööhõive katseprojekt Vantaas ja Keravas;et;;Eesti
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;آزمایش شهری کاریابی در وانتا (Vantaa) و کراوا (Kerava);fa;;Persia
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;Expérimentation communale en matière d’emploi à Vantaa et Kerava;fr;;Ranska
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;Муниципальный эксперимент по трудоустройству в Вантаа и Керава;ru;;Venäjä
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;Tijaabada degmada ee shaqaaloobidda ee Vantaa iyo Kerava;so;;Somali
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;Kommunalt sysselsättningsförsök i Vanda och Kervo;sv;https://www.vanda.fi/forvaltning_och_ekonomi/arbete_och_naringsliv/det_kommunala_sysselsattningsforsoket;Ruotsi
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;Vantaa ve Kerava şehirlerinde belediye istihdam hizmeti pilot uygulamaları;tr;;Turkki
4511;Työllisyyden kuntakokeilu Vantaalla ja Keravalla;万塔和凯拉瓦的本地政府就业试点项目;zh;;Kiina
4513;Vaasan Kaupungin Kirjasto;مكتبة مدينة فاسا;ar;;Arabi
4513;Vaasan Kaupungin Kirjasto;Vaasa City Library;en;https://vaasankirjasto.finna.fi/?lng=en-gb;Englanti
4513;Vaasan Kaupungin Kirjasto;Biblioteca de Vaasa;es;;Espanja
4513;Vaasan Kaupungin Kirjasto;Vaasa linna raamatukogu;et;;Eesti
4513;Vaasan Kaupungin Kirjasto;کتابخانه شهر واسا;fa;;Persia
4513;Vaasan Kaupungin Kirjasto;Городская библиотека Ваасы;ru;;Venäjä
4513;Vaasan Kaupungin Kirjasto;Maktabadda nawaaxiga Vaasa;so;;Somali
4513;Vaasan Kaupungin Kirjasto;Vasa Stads Bibliotek;sv;https://vaasankirjasto.finna.fi/?lng=sv;Ruotsi
4513;Vaasan Kaupungin Kirjasto;瓦萨图书馆;zh;;Kiina
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;شرط الدخل المعيشي بخصوص الطفل الذي حصل على حماية دولية;ar;;Arabi
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;Income requirement, child of a person who has been granted international protection;en;https://migri.fi/en/income-requirement-for-family-members-of-a-person-who-has-been-granted-international-protection;Englanti
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;Requisito de medios de subsistencia para un hijo beneficiario de protección internacional;es;;Espanja
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;Toimetuleku eeldus, rahvusvahelist kaitset saanud isiku laps;et;;Eesti
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;پیش شرط امرار معاش کودکی که حفاظت بین المللی دریافت کرده است;fa;;Persia
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;Exigence de revenus pour un enfant qui a obtenu une protection internationale;fr;;Ranska
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;Требование о наличии источника средств к существованию — ребёнок лица, получившего международную защиту;ru;;Venäjä
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;Shuruudaha dakhliga noloha ee cunugga helay megangelyada caalamiga ah;so;;Somali
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;Försörjningsförutsättning barn till personer som får internationellt skydd;sv;https://migri.fi/sv/forsorjningsforutsattning-for-familjemedlemmar-till-personer-som-far-internationellt-skydd;Ruotsi
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;Yeterli geçim kaynağı şartı uluslararası koruma almış birinin çocuğu;tr;;Turkki
4515;Toimeentuloedellytys kansainvälistä suojelua saaneen lapsi;针对得到国际保护的孩子的生活保障要求;zh;;Kiina
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;شرط الدخل المعيشي بخصوص ولي الأمر الذي حصل على حماية دولية;ar;;Arabi
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;Income requirement, guardian of a child who has been granted international protection;en;https://migri.fi/en/income-requirement-for-family-members-of-a-person-who-has-been-granted-international-protection;Englanti
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;Requisito de medios de subsistencia para un tutor beneficiario de protección internacional;es;;Espanja
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;Toimetuleku eeldus, rahvusvahelist kaitset saanud isiku hooldaja;et;;Eesti
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;پیش شرط امرار معاش سرپرستی که حفاظت بین المللی دریافت کرده است;fa;;Persia
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;Exigence de revenus pour un titulaire de la responsabilité parentale qui a obtenu une protection internationale;fr;;Ranska
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;Требование о наличии источника средств к существованию — опекун лица, получившего международную защиту;ru;;Venäjä
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;Shuruudaha dakhliga noloha ee waalidka helay megangelyada caalamiga ah;so;;Somali
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;Försörjningsförutsättning vårdnadshavare till person som får internationellt skydd;sv;https://migri.fi/sv/forsorjningsforutsattning-for-familjemedlemmar-till-personer-som-far-internationellt-skydd;Ruotsi
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;Yeterli geçim kaynağı şartı uluslararası koruma almış birinin velisi;tr;;Turkki
4516;Toimeentuloedellytys kansainvälistä suojelua saaneen huoltaja;针对得到国际保护的监护人的生活保障要求;zh;;Kiina
4517;Merijärven kunta;Municipality of Merijärvi;en;https://www.merijarvi.fi/node/1325;Englanti
4517;Merijärven kunta;Муниципалитет Мериярви;ru;;Venäjä
4519;Matkahuolto Oy;Matkahuolto Oy;en;https://www.matkahuolto.fi/en;Englanti
4520;Vr;Vr;en;https://www.vr.fi/en;Englanti
4521;Finavia;Finavia;en;https://www.finavia.fi/en;Englanti
4521;Finavia;Finavia;ru;https://www.finavia.fi/ru/aeroporty;Venäjä
4523;Ylivieskan seurakunta;Parish of Ylivieska;en;;Englanti
4523;Ylivieskan seurakunta;Церковный приход Юливиески;ru;;Venäjä
4524;Kalajoen tsasouna;Kalajoki orthodox chapel;en;;Englanti
4524;Kalajoen tsasouna;Православная часовня в Калайоки;ru;;Venäjä
4525;Uskonnot Suomessa;Religions in Finland;en;https://uskonnot.fi/in-english/;Englanti
4525;Uskonnot Suomessa;Религия в Финляндии;ru;;Venäjä
4526;Päätöksenteko ja vaikuttaminen;Decision-making and public engagement;en;;Englanti
4526;Päätöksenteko ja vaikuttaminen;Принятие решений и участие в общественной жизни;ru;;Venäjä
4528;Linja-autoliikenteen aikatauluhaku;Timetables of bus traffic;en;https://liput.matkahuolto.fi/connectionsearch?lang=en#breadcrumb;Englanti
4528;Linja-autoliikenteen aikatauluhaku;Поиск расписания автобусов;ru;;Venäjä
4529;Juna-aikataulut ja liput;Timetables and tickets of train;en;https://www.vr.fi/en/timetables;Englanti
4529;Juna-aikataulut ja liput;Расписание поездов и продажа билетов;ru;;Venäjä
4530;Lentoasemat;Airports;en;https://www.finavia.fi/en/airports;Englanti
4530;Lentoasemat;Аэропорты;ru;https://www.finavia.fi/ru/aeroporty;Venäjä
4532;TE-palvelut;TE-services;en;https://www.te-palvelut.fi/;Englanti
4533;Julkiset työ- ja elinkeinopalvelut;Public employment and economic services;en;https://www.te-palvelut.fi/;Englanti
4533;Julkiset työ- ja elinkeinopalvelut;Услуги Бюро занятости и экономического развития;ru;;Venäjä
4534;Vähemmistövaltuutettu;Ombudsman for minorities;en;https://syrjinta.fi/en/front-page;Englanti
4535;Apua ja tietoa etnistä syrjintää kokeneille;Help and information for persons experiencing ethnic;en;https://syrjinta.fi/en/discrimination;Englanti
4535;Apua ja tietoa etnistä syrjintää kokeneille;Помощь и информация для тех, кто испытал этническую дискриминацию;ru;;Venäjä
4536;Työ- ja elinkeinoministeriö;Government and ministries;en;https://tem.fi/en/publications;Englanti
4536;Työ- ja elinkeinoministeriö;Министерство занятости и экономики;ru;;Venäjä
4541;Yrityspalvelut;Business services;en;https://kalajoki.fi/en/jobs-and-enterprise/business-services/;Englanti
4541;Yrityspalvelut;Услуги для бизнеса;ru;https://kalajoki.fi/ru/%d1%80%d0%b0%d0%b1%d0%be%d1%82%d0%b0-%d0%b8-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81/%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81/;Venäjä
4543;Kalajoen kaupunki;Town of Kalajoki;en;https://kalajoki.fi/en/;Englanti
4543;Kalajoen kaupunki;Калайоки;ru;https://kalajoki.fi/ru/;Venäjä
4544;Yritysrekisteri;Business and Service directory;en;https://kalajoki.yrityshakemistot.fi/;Englanti
4544;Yritysrekisteri;Реестр предприятий;ru;;Venäjä
4545;Työ- ja elinkeinoministeriö;Government and Ministries;en;https://tem.fi/en/frontpage;Englanti
4545;Työ- ja elinkeinoministeriö;Министерство занятости и экономики;ru;;Venäjä
4546;Yritys Suomi -verkkopalvelu;Information and services for companies;en;https://www.suomi.fi/company;Englanti
4546;Yritys Suomi -verkkopalvelu;Информация и услуги для компаний;ru;;Venäjä
4551;Vuokra-asuntojen hakupalvelu;Rental housing search service;en;https://www.vuokraovi.com/?locale=en;Englanti
4552;Vuokraovi.com;Search for rental dwellings;en;https://www.vuokraovi.com/?locale=en;Englanti
4552;Vuokraovi.com;Поиск жилья в аренду;ru;;Venäjä
4554;Oikotie.fi;Search for rental dwellings;en;;Englanti
4554;Oikotie.fi;Поиск жилья в аренду;ru;;Venäjä
4558;Kela;Kela;en;https://www.kela.fi/web/en;Englanti
4559;Palvelupisteen haku;Search for a customer service point;en;;Englanti
4559;Palvelupisteen haku;Поиск пункта обслуживания;ru;;Venäjä
4561;Päivähoito;Childcare and early childhood education;en;;Englanti
4561;Päivähoito;Уход за ребёнком и дошкольное воспитание;ru;;Venäjä
4562;Esiopetus;Pre-school education;en;;Englanti
4562;Esiopetus;Дошкольные учреждения;ru;;Venäjä
4563;Perusopetus;Basic education;en;;Englanti
4563;Perusopetus;Общее среднее образование;ru;;Venäjä
4565;Jokilaaksojen koulutuskuntayhtymä;The Federation of Education in Jokilaaksot ;en;https://www.jedu.fi/Error.aspx?aspxerrorpath=/hakijalle/hakuohjeet/maahanmuuttajille-for-immigrants;Englanti
4565;Jokilaaksojen koulutuskuntayhtymä;Муниципальное образовательное объединение Йокилааксот ;ru;;Venäjä
4567;Kalajoen kaupunki;Town of Kalajoki;en;https://kalajoki.fi/en/;Englanti
4567;Kalajoen kaupunki;Калайоки;ru;https://kalajoki.fi/ru/;Venäjä
4568;Kalajoen lukio;Upper seconday school of Kalajoki;en;https://kalajoki.fi/en/education/upper-secondary-school/;Englanti
4568;Kalajoen lukio;Лицей;ru;https://kalajoki.fi/ru/%d0%b4%d0%be%d1%88%d0%ba%d0%be%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%b2%d0%be%d1%81%d0%bf%d0%b8%d1%82%d0%b0%d0%bd%d0%b8%d0%b5-%d0%b8-%d0%be%d0%b1%d1%80%d0%b0%d0%b7%d0%be%d0%b2%d0%b0%d0%bd%d0%b8%d0%b5/%d0%bb%d0%b8%d1%86%d0%b5%d0%b9/;Venäjä
4569;Jelppiverkko;Activating service for young people;en;;Englanti
4569;Jelppiverkko;Центр поддержки молодёжи;ru;;Venäjä
4572;Centria-ammattikorkeakoulu;Centria University of Applied Sciences;en;https://web.centria.fi/Error.html?aspxerrorpath=/en;Englanti
4572;Centria-ammattikorkeakoulu;Университет прикладных наук Centria;ru;;Venäjä
4573;Oulun ammattikorkeakoulu;Universities of applied sciences of Oulu;en;https://www.oamk.fi/en/;Englanti
4575;Kalajoen kansalaisopisto;Kalajoki Adult Education Centre ;en;https://kalajoki.fi/en/leisure-and-sports/kalajoki-adult-education-centre/;Englanti
4575;Kalajoen kansalaisopisto;Народное училище Калайоки;ru;https://kalajoki.fi/ru/%d0%b4%d0%be%d1%81%d1%83%d0%b3-%d0%b8-%d1%81%d0%bf%d0%be%d1%80%d1%82/%d0%bd%d0%b0%d1%80%d0%be%d0%b4%d0%bd%d0%be%d0%b5-%d1%83%d1%87%d0%b8%d0%bb%d0%b8%d1%89%d0%b5-%d0%ba%d0%b0%d0%bb%d0%b0%d0%b9%d0%be%d0%ba%d0%b8/;Venäjä
4581;Koronatiedotus;Coronavirus information;en;https://kalajoki.fi/koronatiedotus/;Englanti
4581;Koronatiedotus;Информация о коронавирусе в городе Калайоки;ru;https://kalajoki.fi/ru/%d1%81%d0%be%d1%86%d0%b8%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%be%d0%b1%d0%b5%d1%81%d0%bf%d0%b5%d1%87%d0%b5%d0%bd%d0%b8%d0%b5-%d0%b8-%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0/%d0%b8%d0%bd%d1%84%d0%be%d1%80%d0%bc%d0%b0%d1%86%d0%b8%d1%8f-%d0%be-%d0%ba%d0%be%d1%80%d0%be%d0%bd%d0%b0%d0%b2%d0%b8%d1%80%d1%83%d1%81%d0%b5-%d0%b2-%d0%b3%d0%be%d1%80%d0%be%d0%b4%d0%b5-%d0%ba%d0%b0/;Venäjä
4584;Terveyspalvelut;Health services;en;;Englanti
4584;Terveyspalvelut;Услуги здравоохранения;ru;;Venäjä
4586;Päivystys Kalajoki;Appointments with doctors and nurses;en;https://kalajoki.fi/en/social-and-health-services/health-services/appointments-with-doctors-and-nurses/;Englanti
4586;Päivystys Kalajoki;Приемы врачей и медсестер;ru;https://kalajoki.fi/ru/%d1%81%d0%be%d1%86%d0%b8%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%be%d0%b1%d0%b5%d1%81%d0%bf%d0%b5%d1%87%d0%b5%d0%bd%d0%b8%d0%b5-%d0%b8-%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0/%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0%d0%bd%d0%b5%d0%bd%d0%b8%d0%b5/%d0%bf%d1%80%d0%b8%d0%b5%d0%bc%d1%8b-%d0%b2%d1%80%d0%b0%d1%87%d0%b5%d0%b9-%d0%b8-%d0%bc%d0%b5%d0%b4%d1%81%d0%b5%d1%81%d1%82%d0%b5%d1%80/;Venäjä
4588;Neuvola;Maternity clinic;en;https://kalajoki.fi/en/social-and-health-services/health-services/maternity-and-child-health-services/;Englanti
4588;Neuvola;Поликлиника;ru;https://kalajoki.fi/ru/%d1%81%d0%be%d1%86%d0%b8%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%be%d0%b1%d0%b5%d1%81%d0%bf%d0%b5%d1%87%d0%b5%d0%bd%d0%b8%d0%b5-%d0%b8-%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0/%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0%d0%bd%d0%b5%d0%bd%d0%b8%d0%b5/%d0%bf%d0%be%d0%bb%d0%b8%d0%ba%d0%bb%d0%b8%d0%bd%d0%b8%d0%ba%d0%b0/;Venäjä
4590;Hammashoito Kalajoki;Oral health care;en;https://kalajoki.fi/en/social-and-health-services/dental-care/;Englanti
4590;Hammashoito Kalajoki;Стоматология;ru;https://kalajoki.fi/ru/%d1%81%d0%be%d1%86%d0%b8%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%be%d0%b1%d0%b5%d1%81%d0%bf%d0%b5%d1%87%d0%b5%d0%bd%d0%b8%d0%b5-%d0%b8-%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0/%d1%81%d1%82%d0%be%d0%bc%d0%b0%d1%82%d0%be%d0%bb%d0%be%d0%b3%d0%b8%d1%8f/;Venäjä
4592;Mielenterveys- ja päihdetyö;Mental health and substance abuse services;en;https://kalajoki.fi/en/social-and-health-services/health-services/osviitta-mental-health-and-substance-abuse-services/;Englanti
4592;Mielenterveys- ja päihdetyö;Центр психиатрической помощи и токсикологии;ru;https://kalajoki.fi/ru/%d1%81%d0%be%d1%86%d0%b8%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%be%d0%b1%d0%b5%d1%81%d0%bf%d0%b5%d1%87%d0%b5%d0%bd%d0%b8%d0%b5-%d0%b8-%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0/%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0%d0%bd%d0%b5%d0%bd%d0%b8%d0%b5/%d1%86%d0%b5%d0%bd%d1%82%d1%80-%d0%bf%d1%81%d0%b8%d1%85%d0%b8%d0%b0%d1%82%d1%80%d0%b8%d1%87%d0%b5%d1%81%d0%ba%d0%be%d0%b9-%d0%bf%d0%be%d0%bc%d0%be%d1%89%d0%b8-%d0%b8-%d1%82%d0%be%d0%ba%d1%81%d0%b8/;Venäjä
4594;Äitiysneuvola ja perhesuunnittelu;Maternity and child health services;en;https://kalajoki.fi/en/social-and-health-services/health-services/maternity-and-child-health-services/;Englanti
4594;Äitiysneuvola ja perhesuunnittelu;Поликлиника;ru;https://kalajoki.fi/ru/%d1%81%d0%be%d1%86%d0%b8%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%be%d0%b1%d0%b5%d1%81%d0%bf%d0%b5%d1%87%d0%b5%d0%bd%d0%b8%d0%b5-%d0%b8-%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0/%d0%b7%d0%b4%d1%80%d0%b0%d0%b2%d0%be%d0%be%d1%85%d1%80%d0%b0%d0%bd%d0%b5%d0%bd%d0%b8%d0%b5/%d0%bf%d0%be%d0%bb%d0%b8%d0%ba%d0%bb%d0%b8%d0%bd%d0%b8%d0%ba%d0%b0/;Venäjä
4596;Keski-pohjanmaan keskussairaala;Central Hospital of Keski-Pohjanmaa;en;;Englanti
4596;Keski-pohjanmaan keskussairaala;Центральная больница Кески-Похьянмаа;ru;;Venäjä
4598;Kalajoen apteekki;Pharmacy of Kalajoki;en;;Englanti
4598;Kalajoen apteekki;Калайокская аптека;ru;;Venäjä
4600;Vammaispalvelut;Services for disabled;en;https://kalajoki.fi/en/social-and-health-services/social-services/services-for-the-disabled/;Englanti
